Sample,QD-source,Core,Shell,QD-diameter-nm,Emission-wavelength-nm,Surface-ligand,Ligand-chemical,Surface-charge,Surface-modification,Surface-modification-chemical,Cell-anatomical-type,Cell-identification,Cell-source-species,Cell-origin,Cell-tissue-organ-origin,Assay-type,Delivery-type,Exposure-time-hrs,QD-conc-nanoMolar,QD/cell-attomoles/cell,QD/cell-number/cell,Cd-conc-ug/mL,Cd-conc/cell-picomoles/cell,Cell-viability-percent,Cell-viability-StdDev,IC50Value,IC50-ug/ml,IC50-nMolar,IC50-ug/ml,Lowest-conc-nMolar,Lowest-conc-ug/ml,Highest-conc-nMolar,Highest-conc-ug/ml,Surface-conc-nMolar,Reference,
964,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,12,6.7E+02,6.7E+03,4.0E+09,1.9E+01,1.7E+00,55.0,2.6,NA,NA,NA,NA,6.5E+00,9.0E-01,6.7E+02,9.3E+01,4.4E+04,148,
965,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,24,6.7E+02,6.7E+03,4.0E+09,1.9E+01,1.7E+00,38.8,3.7,IC50,3.6E+01,2.6E+02,3.6E+01,6.5E+00,9.0E-01,6.7E+02,9.3E+01,4.4E+04,148,
966,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,1,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,76.8,1.8,NA,NA,NA,NA,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
967,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,2,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,67.7,2.5,NA,NA,NA,NA,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
968,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,4,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,67.9,2.3,NA,NA,NA,NA,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
969,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,8,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,57.8,2.1,NA,NA,NA,NA,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
970,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,12,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,53.0,2.3,NA,NA,NA,NA,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
971,In-house,CdSe,ZnS,4.6,570,Amphiphilic-polymer,Amphiphilic-polymer-Hydroxyapatite,Negative,Mineral,Hydroxyapatite,Fibroblast,MC3T3-E1,Mouse,Cell-line,Bone,Others,Active,24,3.3E+03,3.3E+04,2.0E+10,9.4E+01,8.3E+00,40.2,2.3,IC50,2.8E+02,2.0E+03,2.8E+02,3.3E+01,4.6E+00,3.3E+03,4.6E+02,2.2E+05,148,
972,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,42.1,NA,IC50,3.2E+04,5.0E+04,3.2E+04,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
973,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,17.5,NA,IC50,3.8E+03,6.0E+03,3.8E+03,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
974,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,33.3,1.1,IC50,3.2E+03,5.0E+03,3.2E+03,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
975,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,16.7,NA,IC50,1.6E+03,2.5E+03,1.6E+03,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
976,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,PC3,Human ,Cell-line,Prostate,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,76.6,6.3,Over50,NA,NA,NA,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
977,In-house,CdTe,No-shell,7.0,650,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,PC3,Human ,Cell-line,Prostate,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,3.0E+04,2.6E+03,20.3,NA,IC50,1.9E+04,3.0E+04,1.9E+04,5.0E+03,3.2E+03,1.0E+05,6.3E+04,1.5E+07,149,
978,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,17.2,NA,IC50,2.3E+04,3.1E+04,2.3E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
979,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,10.9,NA,IC50,2.5E+04,3.3E+04,2.5E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
980,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,15.2,NA,IC50,2.3E+04,3.0E+04,2.3E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
981,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,MCF-7,Human ,Cell-line,Breast,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,8.7,NA,IC50,2.3E+04,3.0E+04,2.3E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
982,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,PC3,Human ,Cell-line,Prostate,Crystal-Violet,Passive,24,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,33.3,2.6,IC50,5.6E+04,7.5E+04,5.6E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
983,In-house,CdHgTe,No-shell,7.0,900,Alkylthiol,TGA,Negative,Unmodified,Unmodified,Epithelial,PC3,Human ,Cell-line,Prostate,Crystal-Violet,Passive,48,1.0E+05,1.0E+06,6.0E+11,1.5E+04,1.3E+03,20.4,3.7,IC50,4.5E+04,6.0E+04,4.5E+04,5.0E+03,3.8E+03,1.0E+05,7.5E+04,1.5E+07,149,
984,In-house,CdTe,No-shell,2.2,680,Alkylthiol,MUA-Arginine,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.0E+02,1.0E+03,6.0E+08,2.6E+00,7.7E-02,34.5,4.8,IC50,2.6E+00,1.4E+02,2.6E+00,1.9E+01,3.4E-01,3.0E+02,5.5E+00,4.4E+03,150,
985,In-house,CdTe,CdS,3.0,745,Alkylthiol,MUA-Arginine,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.0E+02,1.0E+03,6.0E+08,8.7E+00,2.6E-01,76.2,4.8,Over50,NA,NA,NA,1.9E+01,8.4E-01,3.0E+02,1.3E+01,8.5E+03,150,
986,In-house,CdTe,CdS/ZnS,4.2,780,Alkylthiol,MUA-Arginine,Negative,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTT,Passive,24,3.0E+02,1.0E+03,6.0E+08,8.7E+00,2.6E-01,101.2,6.0,Over50,NA,NA,NA,1.9E+01,2.0E+00,3.0E+02,3.2E+01,1.7E+04,150,
987,In-house,CdTe,No-shell,3.7,664,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,MTT,Passive,6,5.3E+02,5.3E+03,3.2E+09,2.3E+01,2.1E+00,75.3,5.8,Over50,NA,NA,NA,1.1E+01,1.0E+00,5.3E+02,5.0E+01,2.3E+04,151,
988,In-house,CdTe,No-shell,3.7,664,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,MTT,Passive,12,5.3E+02,5.3E+03,3.2E+09,2.3E+01,2.1E+00,75.3,2.9,Over50,NA,NA,NA,1.1E+01,1.0E+00,5.3E+02,5.0E+01,2.3E+04,151,
989,In-house,CdTe,No-shell,3.7,664,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Endothelial,HUVEC,Human ,Primary,Umbilical-Vein,MTT,Passive,24,5.3E+02,5.3E+03,3.2E+09,2.3E+01,2.1E+00,69.5,4.4,Over50,NA,NA,NA,1.1E+01,1.0E+00,5.3E+02,5.0E+01,2.3E+04,151,
990,Commercial,CdSe,ZnS,5.5,605,Amphiphilic-polymer,PMAH-N3,Positive,Unmodified,Unmodified,Epithelial,A549,Human ,Cell-line,Lung,MTS,Passive,24,4.0E+02,8.0E+03,4.8E+09,2.1E+01,3.8E+00,101.5,11.9,Over50,NA,NA,NA,1.3E+01,3.0E+00,4.0E+02,9.6E+01,3.8E+04,152,
991,Commercial,CdSe,ZnS,5.5,605,Amphiphilic-polymer,PMAH-N3,Positive,Unmodified,Unmodified,Epithelial,MDA-MB-231,Human ,Cell-line,Breast,MTS,Passive,24,4.0E+02,8.0E+03,4.8E+09,2.1E+01,3.8E+00,98.5,6.0,Over50,NA,NA,NA,1.3E+01,3.0E+00,4.0E+02,9.6E+01,3.8E+04,152,
992,Commercial,CdSe,ZnS,5.5,605,Amphiphilic-polymer,PMAH-N3,Positive,Unmodified,Unmodified,Monocyte,RAW264-7,Mouse,Cell-line,Blood,MTS,Passive,24,4.0E+02,8.0E+03,4.8E+09,2.1E+01,3.8E+00,97.0,4.5,Over50,NA,NA,NA,1.3E+01,3.0E+00,4.0E+02,9.6E+01,3.8E+04,152,
993,Commercial,CdSe,ZnS,5.5,605,Amphiphilic-polymer,PMAH-N3,Positive,Unmodified,Unmodified,Epithelial,HeLa,Human ,Cell-line,Cervix,MTS,Passive,24,4.0E+02,8.0E+03,4.8E+09,2.1E+01,3.8E+00,119.4,11.9,Over50,NA,NA,NA,1.3E+01,3.0E+00,4.0E+02,9.6E+01,3.8E+04,152,
994,Commercial,CdSe,ZnS,5.5,605,Amphiphilic-polymer,PMAH-N3,Positive,Unmodified,Unmodified,Epithelial,HEK,Human ,Cell-line,Embryonic-kidney,MTS,Passive,24,4.0E+02,8.0E+03,4.8E+09,2.1E+01,3.8E+00,101.5,7.5,Over50,NA,NA,NA,1.3E+01,3.0E+00,4.0E+02,9.6E+01,3.8E+04,152,
995,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,8.6E+00,1.5E+00,5.9,8.8,IC50,1.4E+01,5.7E+01,1.4E+01,1.0E+00,2.4E-01,1.6E+02,3.9E+01,1.5E+04,153,
996,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,8.6E+00,1.5E+00,10.8,9.5,IC50,1.3E+01,5.5E+01,1.3E+01,1.0E+00,2.4E-01,1.6E+02,3.9E+01,1.5E+04,153,
997,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,8.6E+00,1.5E+00,49.3,4.2,IC50,3.9E+01,1.6E+02,3.9E+01,1.0E+00,2.4E-01,1.6E+02,3.9E+01,1.5E+04,153,
998,Commercial,CdSe,ZnS,4.5,545,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,4.2E+00,7.4E-01,29.4,4.4,IC50,1.3E+01,1.0E+02,1.3E+01,1.0E+00,1.3E-01,1.6E+02,2.1E+01,1.0E+04,153,
999,Commercial,CdSe,ZnS,4.5,545,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,4.2E+00,7.4E-01,16.2,10.8,IC50,8.7E+00,6.7E+01,8.7E+00,1.0E+00,1.3E-01,1.6E+02,2.1E+01,1.0E+04,153,
1000,Commercial,CdSe,ZnS,4.5,545,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,HaCaT,Human ,Cell-line,Skin,MTT,Passive,24,1.6E+02,3.2E+03,2.0E+09,4.2E+00,7.4E-01,88.9,11.1,IC50,1.1E+02,8.2E+02,1.1E+02,1.0E+00,1.3E-01,1.6E+02,2.1E+01,1.0E+04,153,
1001,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA-Silibinin,Neutral,Drug,Silibinin,Epithelial,A375,Human ,Cell-line,Skin,MTT,Active,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,81.8,0.3,Over50,NA,NA,NA,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1002,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA-Silibinin,Neutral,Drug,Silibinin,Epithelial,A375,Human ,Cell-line,Skin,MTT,Active,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,75.8,4.1,Over50,NA,NA,NA,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1003,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,33.3,1.4,IC50,2.9E+01,1.2E+02,2.9E+01,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1004,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA-Silibinin,Neutral,Drug,Silibinin,Epithelial,A375,Human ,Cell-line,Skin,MTT,Active,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,83.6,1.6,Over50,NA,NA,NA,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1005,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA-Silibinin,Neutral,Drug,Silibinin,Epithelial,A375,Human ,Cell-line,Skin,MTT,Active,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,88.5,3.3,Over50,NA,NA,NA,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1006,Commercial,CdSe,ZnS,5.5,605,Hydrophilic-Polymer,OPA,Neutral,Unmodified,Unmodified,Epithelial,A375,Human ,Cell-line,Skin,MTT,Passive,24,1.8E+02,3.6E+03,2.2E+09,9.6E+00,1.7E+00,29.5,1.0,IC50,4.1E+01,1.7E+02,4.1E+01,5.4E+01,1.3E+01,1.8E+02,4.3E+01,1.7E+04,153,
1007,In-house,CdSe,ZnS,5.0,590,Silica,TEOS-APTES,Positive,Unmodified,Unmodified,Neuronal ,Neurons,Human ,Primary,Brain,Live/dead-staining,Passive,2,4.1E+01,1.7E+01,1.0E+07,1.3E+00,4.7E-03,99.0,1.0,Over50,NA,NA,NA,4.1E-02,7.2E-03,4.1E+01,7.2E+00,3.2E+03,154,
1008,In-house,CdSe,ZnS,5.0,590,Silica,TEOS-APTES,Positive,Unmodified,Unmodified,Neural,Glia,Human ,Primary,Brain,Live/dead-staining,Passive,2,4.1E+01,1.7E+01,1.0E+07,1.3E+00,4.7E-03,98.0,3.0,Over50,NA,NA,NA,4.1E-02,7.2E-03,4.1E+01,7.2E+00,3.2E+03,154,
1009,In-house,CdSe,ZnS,5.0,590,Silica,TEOS-APTES,Positive,Unmodified,Unmodified,Neuronal ,Neurons,Human ,Primary,Brain,Live/dead-staining,Passive,2,2.0E+01,8.5E+00,5.1E+06,6.4E-01,2.4E-03,99.0,2.0,Over50,NA,NA,NA,2.0E-02,3.6E-03,2.0E+01,3.6E+00,1.6E+03,154,
1010,In-house,CdSe,ZnS,5.0,590,Silica,TEOS-APTES,Positive,Unmodified,Unmodified,Neural,Glia,Human ,Primary,Brain,Live/dead-staining,Passive,2,2.0E+01,8.5E+00,5.1E+06,6.4E-01,2.4E-03,100.0,3.0,Over50,NA,NA,NA,2.0E-02,3.6E-03,2.0E+01,3.6E+00,1.6E+03,154,
1011,In-house,CdHgTe,No-shell,3.0,1145,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,24,1.2E+02,2.5E+03,1.5E+09,6.1E-01,1.1E-01,68.4,10.5,Over50,NA,NA,NA,1.5E+01,1.0E+00,1.2E+02,8.0E+00,3.5E+03,155,
1012,In-house,CdHgTe,No-shell,3.0,1145,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,120,1.2E+02,2.5E+03,1.5E+09,6.1E-01,1.1E-01,37.0,3.7,IC50,4.0E+00,6.2E+01,4.0E+00,1.5E+01,1.0E+00,1.2E+02,8.0E+00,3.5E+03,155,
1013,In-house,CdHgTe,No-shell,3.0,1145,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,168,1.2E+02,2.5E+03,1.5E+09,6.1E-01,1.1E-01,13.3,1.7,IC50,1.0E+00,1.5E+01,1.0E+00,1.5E+01,1.0E+00,1.2E+02,8.0E+00,3.5E+03,155,
1014,In-house,CdHgTe,No-shell,3.0,1195,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,24,1.5E+02,3.0E+03,1.8E+09,3.0E+00,5.4E-01,70.0,2.6,Over50,NA,NA,NA,1.9E+01,1.0E+00,1.5E+02,8.0E+00,4.3E+03,155,
1015,In-house,CdHgTe,No-shell,3.0,1195,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,120,1.5E+02,3.0E+03,1.8E+09,3.0E+00,5.4E-01,25.9,5.6,IC50,4.0E+00,7.6E+01,4.0E+00,1.9E+01,1.0E+00,1.5E+02,8.0E+00,4.3E+03,155,
1016,In-house,CdHgTe,No-shell,3.0,1195,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,168,1.5E+02,3.0E+03,1.8E+09,3.0E+00,5.4E-01,20.0,0.7,IC50,1.0E+00,1.9E+01,1.0E+00,1.9E+01,1.0E+00,1.5E+02,8.0E+00,4.3E+03,155,
1017,In-house,CdTe,No-shell,3.0,NA,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,24,1.6E+02,3.2E+03,1.9E+09,1.9E+00,3.3E-01,50.0,5.3,Over50,NA,NA,NA,2.0E+01,1.0E+00,1.6E+02,8.0E+00,4.5E+03,155,
1018,In-house,CdTe,No-shell,3.0,NA,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,120,1.6E+02,3.2E+03,1.9E+09,1.9E+00,3.3E-01,11.1,NA,IC50,4.0E+00,8.0E+01,4.0E+00,2.0E+01,1.0E+00,1.6E+02,8.0E+00,4.5E+03,155,
1019,In-house,CdTe,No-shell,3.0,NA,Alkylthiol,MPA,Negative,Unmodified,Unmodified,Fibroblast,L929,Mouse,Cell-line,Connective-tissue,MTT,Passive,168,1.6E+02,3.2E+03,1.9E+09,1.9E+00,3.3E-01,10.0,NA,IC50,1.0E+00,2.0E+01,1.0E+00,2.0E+01,1.0E+00,1.6E+02,8.0E+00,4.5E+03,155,
1020,Commercial,CdSe,ZnS,7.2,605,Amphiphilic-polymer,Amphiphilic-polymer-SA-Guanidine,Neutral,Polymer,Guanidine-Polymer,Epithelial,HeLa,Human ,Cell-line,Cervix,MTS,Active,1,1.0E+00,1.3E+00,7.5E+05,4.5E-02,5.0E-04,3.0,1.0,IC50,4.9E-02,1.3E-01,4.9E-02,7.9E-03,3.1E-03,1.0E+00,3.9E-01,1.5E+02,156,
1021,Commercial,CdSe,ZnS,7.2,605,Amphiphilic-polymer,Amphiphilic-polymer-SA-Guanidine,Neutral,Polymer,Guanidine-Polymer,Epithelial,HeLa,Human ,Cell-line,Cervix,MTS,Active,1,1.0E+00,1.3E+00,7.5E+05,4.5E-02,5.0E-04,5.0,2.0,IC50,4.9E-02,1.3E-01,4.9E-02,7.9E-03,3.1E-03,1.0E+00,3.9E-01,1.5E+02,156,
1022,Commercial,CdSe,ZnS,7.2,605,Amphiphilic-polymer,Amphiphilic-polymer-SA-Guanidine,Neutral,Polymer,Guanidine-Polymer,Epithelial,HeLa,Human ,Cell-line,Cervix,MTS,Active,1,1.0E+00,1.3E+00,7.5E+05,4.5E-02,5.0E-04,4.0,2.0,IC50,9.8E-02,2.5E-01,9.8E-02,7.9E-03,3.1E-03,1.0E+00,3.9E-01,1.5E+02,156,
1023,In-house,CdTe,No-shell,2.0,NA,Other-Hydrophilic,Other-Hydrophilic,Neutral,Unmodified,Unmodified,Leukocyte,MammalianLeukocytes,Rat,Primary,Blood,MTT,Passive,8,2.0E+03,2.0E+04,1.2E+10,1.4E+01,1.2E+00,15.0,1.0,IC50,2.0E+01,1.4E+03,2.0E+01,3.4E+02,5.0E+00,2.0E+03,3.0E+01,2.5E+04,157,
1024,In-house,CdTe,No-shell,2.0,592,Alkylthiol,MSA,Negative,Unmodified,Unmodified,Leukocyte,MammalianLeukocytes,Rat,Primary,Blood,MTT,Passive,8,2.0E+03,2.0E+04,1.2E+10,1.4E+01,1.2E+00,86.0,1.0,Over50,NA,NA,NA,3.4E+02,5.0E+00,2.0E+03,3.0E+01,2.5E+04,157,
1025,In-house,CdTe,No-shell,3.0,610,Alkylthiol,MSA,Negative,Unmodified,Unmodified,Leukocyte,MammalianLeukocytes,Rat,Primary,Blood,MTT,Passive,8,6.0E+02,6.0E+03,3.6E+09,1.4E+01,1.2E+00,84.0,2.0,Over50,NA,NA,NA,1.0E+02,5.0E+00,6.0E+02,3.0E+01,1.7E+04,157,
1026,In-house,CdTe,No-shell,3.7,628,Alkylthiol,MSA,Negative,Unmodified,Unmodified,Leukocyte,MammalianLeukocytes,Rat,Primary,Blood,MTT,Passive,8,3.3E+02,3.3E+03,2.0E+09,1.4E+01,1.2E+00,81.0,1.0,Over50,NA,NA,NA,5.4E+01,5.0E+00,3.3E+02,3.0E+01,1.4E+04,157,
1027,Commercial,CdSe,ZnS,9.0,655,Amphiphilic-polymer,Amphiphilic-polymer,Negative,Unmodified,Unmodified,Epithelial,Du145,Human ,Cell-line,Brain,MTT,Passive,3,4.0E+02,4.0E+02,2.4E+08,9.0E+01,8.0E-01,50.0,10.0,Over50,NA,NA,NA,1.0E+00,9.4E-01,4.0E+02,3.8E+02,1.4E+05,158,
1028,In-house,CdTe,No-shell,2.8,NA,Amphiphilic-polymer,TGA-PNIPAM,Positive,Unmodified,Unmodified,Neuronal ,PC12,Rat,Cell-line,Adrenal-gland,Live/dead-staining,Passive,24,1.2E+04,3.1E+05,1.9E+11,2.3E+02,5.2E+01,83.0,2.0,Over50,NA,NA,NA,1.2E+03,5.0E+01,1.2E+04,5.0E+02,3.0E+05,159,
1029,Commercial,CdSe,ZnS,3.3,530,Hydrophilic-Polymer,Hydrophilic-Polymer,Positive,Unmodified,Unmodified,Myeloid,HL-60,Human ,Cell-line,Blood,WST,Passive,1,3.9E+02,3.9E+01,2.3E+07,4.3E+00,3.8E-03,39.0,1.0,IC50,1.8E+01,3.5E+02,1.8E+01,5.8E+01,3.0E+00,3.9E+02,2.0E+01,1.3E+04,160,
1030,Commercial,CdSe,ZnS,3.3,530,Hydrophilic-Polymer,Hydrophilic-Polymer,Positive,Unmodified,Unmodified,Myeloid,HL-60,Human ,Cell-line,Blood,WST,Passive,1,1.9E+02,1.9E+01,1.2E+07,2.2E+00,1.9E-03,84.8,8.7,Over50,NA,NA,NA,5.8E+01,3.0E+00,1.9E+02,1.0E+01,6.6E+03,160,
1031,Commercial,CdSe,ZnS,3.3,530,Hydrophilic-Polymer,Hydrophilic-Polymer-Curcumin,Positive,Drug,Curcumin,Myeloid,HL-60,Human ,Cell-line,Blood,WST,Active,1,1.9E+02,1.9E+01,1.2E+07,2.2E+00,1.9E-03,69.6,17.4,Over50,NA,NA,NA,5.8E+01,3.0E+00,1.9E+02,1.0E+01,6.6E+03,160,
1032,Commercial,CdSe,ZnS,3.3,530,Hydrophilic-Polymer,Hydrophilic-Polymer,Positive,Unmodified,Unmodified,Lymphocyte,Human-Normal-Lymphocyte,Human ,Primary,Blood,WST,Passive,1,3.9E+02,3.9E+01,2.3E+07,4.3E+00,3.8E-03,38.3,0.5,IC50,8.0E+00,1.5E+02,8.0E+00,5.8E+01,3.0E+00,3.9E+02,2.0E+01,1.3E+04,160,
