Reference,Study title,DOI,Dose,Time,Zeta_W,Zeta_W measurement,Zeta_M,Zeta_M measurement,Hydro_W,Hydro_size_W measrement,Hydro_M,Hydro_size_M measrement,Size,Size measurement,SSA,Surf_area measurement,NP type,shape,Shape measurement,C_Origin,C_name,C_Type,Assay,Cell viability
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,3,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,Annexin_V/PI,Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,6,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,20,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,40,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,60,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,80,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,100,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,120,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,140,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Valdiglesias et al., 2013a","Comparative study on
effects of two different types of titanium dioxide nanoparticles on
human neuronal cells.",doi:10.1016/j.fct.2013.04.010,150,24,-27.8,DLS,-10.7,DLS,160,DLS,228,DLS,25,DLS,40,DLS,TiO2,?,?,Human,SHSY5Y,Neuroblastoma,MTT,Non-Toxic
"Hu et al., 2017",Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,doi:10.1016/j.chemosphere.2017.01.063,1,24,?,,?,?,149.4,DLS,?,?,33.4,DLS,?,?,TiO2,Spherical,TEM,Rat,PC12,Pheochromocytoma,MTT,Non-Toxic
"Hu et al., 2017",Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,doi:10.1016/j.chemosphere.2017.01.063,5,24,?,?,?,?,149.4,DLS,?,?,33.4,DLS,?,?,TiO2,Spherical,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hu et al., 2017",Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,doi:10.1016/j.chemosphere.2017.01.063,25,24,?,?,?,?,149.4,DLS,?,?,33.4,DLS,?,?,TiO2,Spherical,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Hu et al., 2017",Effects of titanium dioxide nanoparticles exposure on parkinsonism in zebrafish larvae and PC12,doi:10.1016/j.chemosphere.2017.01.063,125,24,?,?,?,?,149.4,DLS,?,?,33.4,DLS,?,?,TiO2,Spherical,TEM,Rat,PC12,Pheochromocytoma,MTT,Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,25,24,?,?,-12.5,EM,?,?,385,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,50,24,?,?,-12.5,EM,?,?,385,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,100,24,?,?,-12.5,EM,?,?,385,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,200,24,?,?,-12.5,EM,?,?,385,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,25,24,?,?,-23.2,EM,?,?,532,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,50,24,?,?,-23.2,EM,?,?,532,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,100,24,?,?,-23.2,EM,?,?,532,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Wu et al., 2010","Involvement of JNK and P53 activation in G2/
M cell cycle arrest and apoptosis induced by titanium dioxide
nanoparticles in neuron cells.",doi:10.1016/j.toxlet.2010.09.009,200,24,?,?,-23.2,EM,?,?,532,DLS,20,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,1,6,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,10,6,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,50,6,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,100,6,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,1,12,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,10,12,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,50,12,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,100,12,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,1,24,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,10,24,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,50,24,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,100,24,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,1,48,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Non-Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,10,48,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,50,48,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2010","Oxidative stress and
apoptosis induced by nanosized titanium dioxide in PC12 cells",doi:10.1016/j.tox.2009.11.012,100,48,?,?,?,?,368.1,DLS,?,?,21,TEM,?,?,TiO2,?,?,Rat,PC12,Pheochromocytoma,MTS,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,2,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,6,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,12,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",60,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",80,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",100,24,14.8,?,?,?,90.8,DLS,?,?,47.1,TEM,32.17,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",5,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",10,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",20,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
"Liu et al., 2017","Zinc oxide nanoparticles induce toxic
responses in human neuroblastoma SHSY5Y cells in a size-dependent
manner","doi:10.2147/IJN.
S149070.",40,2,15.3,?,?,?,49.4,DLS,?,?,18.5,TEM,17.03,TEM,ZnO,Rod,TEM,Human,SHSY5Y,Neuroblastoma,CCK-8,Non-Toxic
