Nanoparticle,Type: Organic (O)/inorganic (I),coat,Diameter (nm),Concentration μM,Zeta potential (mV),Cells,Cell line (L)/primary cells (P),Human(H)/Animal(A) cells,Animal?,Cell morphology,"Cell age: embryonic (E), Adult (A)",Cell-organ/tissue source,Exposure time (h),Test,Test indicator,Biochemical metric,% Cell viability,Interference checked (Y/N),Colloidal stability checked (Y/N),Positive control (Y/N),Publication year,Particle ID,Reference DOI,
Iron oxide,I,COOH,20,0.0005,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.43137,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,COOH,20,0.005,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,91.56863,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,COOH,20,0.05,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,82.15686,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.0005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.24219,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.005,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.625,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.05,,HeLa,L,H,,Epithelial,A,Cervix,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,79.296875,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.0005,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.80469,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.005,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,94.72656,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,NH2,20,0.05,,MG­63,L,H,,Fibroblast,A,Bone,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,88.671875,N,N,N,2012,26,10.1007/s10856-012-4716-1,
Iron oxide,I,,12.5,0.015493856,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,24,MTT,tetrazolium salt,cell metabolic activity,97.3923,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,,12.5,0.030987712,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,25,MTT,tetrazolium salt,cell metabolic activity,84.941284,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,,12.5,0.07746928,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,26,MTT,tetrazolium salt,cell metabolic activity,72.867615,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,,12.5,0.154938559,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,27,MTT,tetrazolium salt,cell metabolic activity,67.59135,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,,12.5,0.309877119,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,28,MTT,tetrazolium salt,cell metabolic activity,49.814953,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,PEG,45,0.000332087,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,29,MTT,tetrazolium salt,cell metabolic activity,138.72183,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,PEG,45,0.000664174,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,30,MTT,tetrazolium salt,cell metabolic activity,131.8888,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,PEG,45,0.001660436,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,31,MTT,tetrazolium salt,cell metabolic activity,128.6427,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,PEG,45,0.003320871,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,32,MTT,tetrazolium salt,cell metabolic activity,127.77892,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,PEG,45,0.006641742,,hTERT­BJ1,L,H,,Fibroblast,A,Foreskin,33,MTT,tetrazolium salt,cell metabolic activity,113.213425,N,N,N,2004,27,10.1109/TNB.2003.820277,
Iron oxide,I,dimercaptosuccinic,8.5,150,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,69,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,150,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,95.45,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,150,,PC12,L,A,Rat,Irregular,A,Adrenal gland,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.26,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,1500,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,74.53416149,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,1500,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,73.37662338,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,1500,,PC12,L,A,Rat,Irregular,A,Adrenal gland,96,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,70.77922078,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,15000,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,18.63354037,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,15000,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,4.545454545,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,dimercaptosuccinic,8.5,15000,,PC12,L,A,Rat,Irregular,A,Adrenal gland,144,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,11.68831169,N,N,N,2007,28,10.1016/j.biomaterials.2007.01.043,
Iron oxide,I,,13.5,0.001,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,84.26982,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.1,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,82.371574,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,1,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,61.130886,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,10,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,69.08662,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,100,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,MTS,tetrazolium salt,cell metabolic activity,78.13834,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.001,,H4,L,H,,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,101.673546,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.1,,H4,L,H,,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,93.43899,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,1,,H4,L,H,,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,87.846344,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,10,,H4,L,H,,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,84.520706,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,100,,H4,L,H,,Epithelial,A,Brain,48,MTS,tetrazolium salt,cell metabolic activity,86.864334,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.001,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.64653,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.1,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.492836,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,1,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,96.617325,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,10,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.58113,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,100,,SH­SY5Y,L,H,,Epithelial,A,Bone Marrow,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.008865,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.001,,H4,L,H,,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,100.04773,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,0.1,,H4,L,H,,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.98777,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,1,,H4,L,H,,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.92608,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,10,,H4,L,H,,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.65619,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,,13.5,100,,H4,L,H,,Epithelial,A,Brain,48,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,99.80574,N,N,N,2008,29,10.1080/17458080802235765,
Iron oxide,I,PEG,120,0.000280198,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,76.6265,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.000837793,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,71.56626,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.000840595,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,44.096386,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.001120794,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,31.084337,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.001400992,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,27.46988,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.000280198,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,99.13043,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.000837793,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,113.04348,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.000840595,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,113.04348,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.001120794,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,97.391304,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,120,0.001400992,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,116.521736,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,9.85514E-05,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,100.481926,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000294669,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,104.09638,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000295654,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,98.313255,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000394206,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,98.313255,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000492757,,VERO,L,A,Monkey (Cercopithecus aethiops),Epithelial,A,kidney,24,MTT,tetrazolium salt,cell metabolic activity,76.6265,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,9.85514E-05,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,86.95652,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000294669,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,75.652176,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000295654,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,24.347826,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000394206,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,22.608696,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,Dextran,170,0.000492757,,MDCK,L,A,Canine,Epithelial,A,Kidney,24,MTT,tetrazolium salt,cell metabolic activity,22.608696,N,N,N,2014,30,10.1002/jbm.b.33068,
Iron oxide,I,PEG,18.4,4.85776E-05,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,89.89899,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,9.71552E-05,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,90.40404,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.000485776,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,93.93939,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.000971552,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,91.91919,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.00485776,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,80.80808,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.009715521,,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,74.747475,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,4.85776E-05,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,105.55556,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,9.71552E-05,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,96.969696,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.000485776,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,94.44444,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.000971552,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,89.393936,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.00485776,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,87.37374,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,PEG,18.4,0.009715521,,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,82.828285,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-09,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,88.359535,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-08,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,87.291214,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-08,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,86.72798,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-07,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,90.683495,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-07,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,88.110214,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-06,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,85.534355,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-09,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,97.88402,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-08,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,98.82833,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-08,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,92.73359,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-07,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,92.671585,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-07,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,88.08567,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-06,-23.5,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,86.01491,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-09,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,97.067406,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-08,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,83.56256,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-08,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,83.124176,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-07,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,81.67816,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,8.69441E-07,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,81.74228,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate organic (PEG) coating,326.5,1.73888E-06,-23.5,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,79.795074,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-08,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,87.878784,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-08,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,86.36364,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-07,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,83.333336,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-07,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,91.91919,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-06,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,85.85859,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-06,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,24,MTT,tetrazolium salt,cell metabolic activity,83.83839,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-08,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,93.43434,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-08,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,87.37374,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-07,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,88.383835,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-07,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,89.393936,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-06,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,85.35354,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-06,-27.7,SKOV­3,L,H,,Epithelial,A,Ovary,48,MTT,tetrazolium salt,cell metabolic activity,83.333336,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-08,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,97.09096,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-08,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,82.5811,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-07,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,77.617546,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-07,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,77.682976,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,1.46948E-06,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,91.81465,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,folic acid with intermediate inorganic (silica) coating,274.1,2.93895E-06,-27.7,Monocytes,P,H,,Monocyte,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,91.87615,N,N,Y,2014,31,10.1016/j.nano.2014.01.006,
Iron oxide,I,,36,0.000129722,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,84.31279,N,N,N,2014,32,10.1016/j.colsurfb.2014.06.064,
Iron oxide,I,,36,0.000324304,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,72.735,N,N,N,2014,32,10.1016/j.colsurfb.2014.06.064,
Iron oxide,I,,36,0.000648608,,A549,L,H,,Epithelial,A,Lung,24,MTT,tetrazolium salt,cell metabolic activity,56.729298,N,N,N,2014,32,10.1016/j.colsurfb.2014.06.064,
